Unnamed: 0,Nome,Acurácia,Precisão,Recall,F1-score
225,ADA,0.9886790803391904,0.9823584029712163,0.9054343175010696,0.942329102649744
153,ADA,0.993268642363843,0.9751850239442752,0.9584937954642704,0.9667673716012084
69,ADA,0.7164087769909957,0.2499096276659838,0.8874625588361147,0.3899962391876646
237,ADA,0.9886790803391904,0.9896324222431668,0.8985879332477535,0.9419152276295134
57,ADA,0.922982778214879,0.9078014184397164,0.2738553701326487,0.42077580539119
249,ADA,0.7889675670950258,0.1748890629078569,0.2866923406076166,0.2172503242542152
9,ADA,0.7530378529591748,0.1774099318403116,0.3898160034231921,0.2438436830835118
297,ADA,0.925168283940904,1.0,0.2674368848951647,0.4220121539500338
141,ADA,0.9538858291808724,0.7013190954773869,0.9554985023534446,0.8089114290889331
177,ADA,0.9961972200367164,0.9955947136563876,0.9670517757809156,0.9811156935098764
105,ADA,0.9894658624005594,0.9746376811594204,0.9208386820710311,0.946974697469747
81,ADA,0.9554593933036104,0.7160655737704918,0.9345314505776636,0.81084091330982
165,ADA,0.992307019844392,0.9728665207877462,0.951219512195122,0.9619212462137604
201,ADA,0.9462802692543054,0.6861559139784946,0.8737697903294822,0.7686805947675512
285,ADA,0.9217151848937843,0.8945086705202312,0.2648694908001711,0.4087157477715417
213,ADA,0.979718506862488,0.9780500255232262,0.819854514334617,0.8919925512104283
273,ADA,0.9161640003496808,0.8556876061120543,0.2156611039794608,0.3444976076555024
261,ADA,0.8939592621732669,0.4663133989401968,0.2635857937526744,0.3367960634226353
117,ADA,0.983827257627415,0.9964664310954064,0.8446726572528883,0.9143121815655396
33,ADA,0.9276597604685723,0.9633152173913044,0.3033804022250749,0.4614383338756915
45,ADA,0.9321181921496634,0.9839506172839506,0.3410355156183141,0.5065141404512233
93,ADA,0.983827257627415,0.9758103531688436,0.8630723149336756,0.9159854677565848
21,ADA,0.9058921234373634,0.5734824281150159,0.3072314933675653,0.4001114516578434
129,ADA,0.7686860739575138,0.3011172432359671,0.9572100984167736,0.4581200081916855
189,ADA,0.7846839758720168,0.3076808795127024,0.8861788617886179,0.4567710630789589
151,Dtree,0.9673485444531864,0.8549107142857143,0.8194266153187848,0.8367926589469084
7,Dtree,0.8151936358073258,0.2334367070764026,0.3543003851091142,0.2814411964649898
19,Dtree,0.9041437188565434,0.5489130434782609,0.345742404792469,0.4242583355211341
187,Dtree,0.7572777340676633,0.2881422924901186,0.9358151476251604,0.4406165004533091
127,Dtree,0.8227554856193723,0.3525068681318681,0.8784766795036372,0.5031246170812401
67,Dtree,0.8740711600664394,0.4449169704333738,0.940094137783483,0.6039862542955328
271,Dtree,0.907509397674622,0.6063522617901829,0.269576379974326,0.3732227488151659
199,Dtree,0.8997727074044934,0.5051401869158878,0.925117672229354,0.6534683391264923
295,Dtree,0.9247311827956988,0.9666160849772384,0.2725716730851519,0.425233644859813
139,Dtree,0.90208934347408,0.5127463863337713,0.8348309798887462,0.6352979485509607
115,Dtree,0.984002098085497,0.9539382772915708,0.8861788617886179,0.9188110026619344
175,Dtree,0.983564996940292,0.9804017638412544,0.8562259306803595,0.91411603471905
55,Dtree,0.925168283940904,0.7797672336615935,0.3727000427899016,0.5043427909669949
31,Dtree,0.9224582568406328,0.7433016421780466,0.3679931536157467,0.4922724670864339
283,Dtree,0.9153335081737914,0.8401360544217688,0.2113821138211382,0.3377777777777778
211,Dtree,0.975085234723315,0.8667496886674969,0.8934531450577664,0.8798988621997472
247,Dtree,0.7558790104030072,0.1290543627227044,0.2417629439452289,0.1682799702159345
259,Dtree,0.8853920797272489,0.4090619017230376,0.2742832691484809,0.3283811475409836
79,Dtree,0.908908121339278,0.5334744641439534,0.8626444159178434,0.659254414650098
103,Dtree,0.9841332284290584,0.9673295454545454,0.8741976893453145,0.918408631153068
91,Dtree,0.9731619896844128,0.8543809132044426,0.8887462558836114,0.8712248322147651
223,Dtree,0.9847451700323456,0.9597594819611472,0.887890457851947,0.922427206045788
235,Dtree,0.9857942127808376,0.974081055607917,0.8844672657252889,0.9271137026239068
43,Dtree,0.936358073258152,0.9835345773874864,0.3833975181857081,0.5517241379310345
163,Dtree,0.982341113733718,0.9574065309985802,0.8656397090286693,0.9092134831460674
299,ETC,0.915901739662558,0.9975903614457832,0.1771501925545571,0.3008720930232558
227,ETC,0.98513856106303,0.9877870053737176,0.865211810012837,0.9224452554744526
263,ETC,0.9065914852696914,0.6278772378516624,0.2100984167736414,0.3148445014427701
35,ETC,0.9381501879534924,0.9978401727861772,0.3953786906290115,0.5663499846766779
251,ETC,0.9011277209546288,0.5449101796407185,0.1946940522036799,0.2868852459016393
23,ETC,0.9456683276510184,0.9866548042704626,0.4745400085579803,0.6408552441490899
239,ETC,0.9853571116356324,1.0,0.8566538296961917,0.9227932703387876
47,ETC,0.934347407990209,1.0,0.35729567821994,0.5264817150063051
11,ETC,0.90733455721654,0.5762473647224174,0.3508771929824561,0.4361702127659574
59,ETC,0.9343036978756885,1.0,0.3568677792041078,0.5260170293282876
287,ETC,0.915726899204476,0.9269311064718164,0.189987163029525,0.3153409090909091
179,ETC,0.989247311827957,1.0,0.8947368421052632,0.9444444444444444
275,ETC,0.911355887752426,0.8551724137931035,0.159178433889602,0.2683982683982683
119,ETC,0.990471195034531,1.0,0.9067180145485664,0.9510771992818672
143,ETC,0.9731619896844128,0.8294455066921607,0.9281129653401796,0.8760096930533119
167,ETC,0.9900778040038464,0.9839449541284404,0.9178433889602052,0.9497454062430816
155,ETC,0.990208934347408,0.9748314606741572,0.9281129653401796,0.9508987286277948
203,ETC,0.9688346883468836,0.8330598851517638,0.8690629011553274,0.8506806282722514
83,ETC,0.981029810298103,0.8810572687224669,0.94137783483098,0.9102192800992966
71,ETC,0.9321181921496634,0.6130986728216965,0.90928540864356,0.7323798035498881
107,ETC,0.9935746131654865,0.98753339269813,0.9490800171159608,0.967924939995636
131,ETC,0.943701372497596,0.6608402330573444,0.922122379118528,0.7699178277956413
95,ETC,0.9908645860652154,0.97246891651865,0.9370988446726572,0.9544563085639574
191,ETC,0.9278783110411748,0.5997097242380262,0.8840393667094566,0.7146316153580077
215,ETC,0.98776116793426,0.9741816505301982,0.904150620453573,0.93786063027075
178,GBC,0.9886790803391904,0.9995192307692308,0.889602053915276,0.9413629160063391
286,GBC,0.9189614476789928,0.9565217391304348,0.2165169020111253,0.3531053733426378
298,GBC,0.914153335081738,0.9973333333333332,0.1600342319212666,0.275811209439528
118,GBC,0.991782498470146,0.9976841130152848,0.9216944801026956,0.9581850533807827
202,GBC,0.9690969490340064,0.8080120937263794,0.9148480958493796,0.8581175998394541
82,GBC,0.9777078415945448,0.8389610389610389,0.967479674796748,0.8986486486486486
70,GBC,0.7692105953317597,0.3008526187576126,0.951219512195122,0.4571252313386798
238,GBC,0.9851822711775504,0.9995,0.8553701326486949,0.921835370071478
250,GBC,0.7895357985837923,0.1537171604248183,0.2353444587077449,0.1859678782755705
130,GBC,0.7939942302648832,0.3174554394591272,0.8840393667094566,0.4671565856416055
58,GBC,0.9301512369962408,0.994645247657296,0.3179289687633718,0.4818417639429313
22,GBC,0.9228516478713176,0.8220720720720721,0.3123662815575524,0.4527131782945736
226,GBC,0.98513856106303,0.9854156538648516,0.8673513050919983,0.9226217569412836
10,GBC,0.8257277734067663,0.2367581365666879,0.3175010697475395,0.2712484006580149
46,GBC,0.9294955852784336,0.9931880108991824,0.3119383825417201,0.4747639205470531
262,GBC,0.9052801818340764,0.5856854838709677,0.2486093281985451,0.3490537699008711
214,GBC,0.9857067925517964,0.9745042492917848,0.883183568677792,0.9265993265993264
166,GBC,0.9875426173616576,0.9885714285714284,0.8883183568677792,0.9357674104124408
106,GBC,0.9935746131654865,0.9892761394101875,0.9473684210526316,0.9678688524590164
94,GBC,0.9917387883556256,0.9790365744870652,0.9392383397518186,0.9587246123607776
34,GBC,0.9319433516915814,0.9949238578680204,0.3354728284124946,0.50176
274,GBC,0.91345397324941,0.84,0.1887034659820282,0.3081761006289308
142,GBC,0.9649007780400384,0.7975174553917765,0.8797603765511339,0.8366225839267548
190,GBC,0.8336830142494973,0.3707746478873239,0.9011553273427472,0.5253835599351379
154,GBC,0.9852696914065916,0.9681647940074908,0.8848951647411211,0.924659065504136
219,GaussianNB,0.8392779089081214,0.3674841772151899,0.7950363714163458,0.502637630190721
255,GaussianNB,0.6951656613340327,0.086056061417604,0.206247325631151,0.1214411690602167
99,GaussianNB,0.7467873065827433,0.2399939813421607,0.6824989302524604,0.3551152176333073
87,GaussianNB,0.7761605035405192,0.2734375,0.7188703465982028,0.3961796957905907
243,GaussianNB,0.7387009353964508,0.1177829099307159,0.2400513478818998,0.1580281690140845
3,GaussianNB,0.6804353527406242,0.1760875227923938,0.5785194694052204,0.2699950074887668
39,GaussianNB,0.7404056298627503,0.2137635092180546,0.5755241762943946,0.3117394831382548
291,GaussianNB,0.8991607658012064,0.519893899204244,0.1677364142062473,0.2536395988353284
267,GaussianNB,0.7317947373022118,0.0954206602768903,0.191698759092854,0.1274175199089874
111,GaussianNB,0.9232013287874814,0.6136363636363636,0.6700898587933247,0.6406218040499079
63,GaussianNB,0.6906198094239007,0.2094619438656698,0.7312794180573384,0.3256478658536585
207,GaussianNB,0.8354751289448379,0.3621256038647343,0.8018827556696619,0.4989350372736954
135,GaussianNB,0.2803129644199668,0.1009490453056151,0.764655541292255,0.1783522131842906
159,GaussianNB,0.2425474254742547,0.0962512118927071,0.764655541292255,0.1709802420705161
171,GaussianNB,0.2993268642363843,0.1034922105750854,0.764655541292255,0.1823097327076107
231,GaussianNB,0.9602675059008656,0.8043478260869565,0.8074454428754814,0.8058936579115952
123,GaussianNB,0.2930326077454322,0.1026362644305324,0.764655541292255,0.1809803524407535
75,GaussianNB,0.7266369437887927,0.2406990599761684,0.7779204107830552,0.3676440849342771
195,GaussianNB,0.7069673922545677,0.2318555814810266,0.8078733418913137,0.3603053435114503
279,GaussianNB,0.7603811521986188,0.115995115995116,0.2032520325203252,0.1476990049751243
27,GaussianNB,0.7572340239531428,0.2299815343293604,0.5862216516902011,0.3303592958765373
147,GaussianNB,0.3276073083311478,0.1075210589651022,0.764655541292255,0.1885319407079179
51,GaussianNB,0.9220648658099484,0.6312796208530805,0.5699614890885751,0.5990555430627389
183,GaussianNB,0.7869131917125622,0.3005971087366436,0.8185708172871202,0.4397195724629352
15,GaussianNB,0.7291721304309817,0.213596556330711,0.6157466837826273,0.3171699360811109
122,KNN,0.9086021505376344,0.5406746031746031,0.699614890885751,0.6099608282036934
218,KNN,0.9697088906372936,0.8236220472440945,0.8951647411210955,0.8579044494566331
278,KNN,0.9083398898505114,0.6050788091068301,0.2956782199400941,0.3972405863753952
254,KNN,0.8951394352653204,0.4823863636363636,0.3632862644415918,0.4144495972662924
194,KNN,0.93705743509048,0.6387256418187442,0.8836114676936243,0.7414721723518851
98,KNN,0.9624530116268905,0.8112889637742208,0.8241335044929397,0.8176607938866483
38,KNN,0.9281842818428184,0.7457507082152974,0.4505776636713735,0.5617497999466523
26,KNN,0.939505201503628,0.8858299595141701,0.4681215233204963,0.6125419932810751
266,KNN,0.914503015997902,0.6941896024464832,0.2913992297817715,0.4104882459312839
134,KNN,0.917300463327214,0.5811155668975574,0.6820710312366282,0.6275590551181103
206,KNN,0.975872016784684,0.872651356993737,0.8943089430894309,0.8833474218089603
50,KNN,0.942652329749104,0.997090203685742,0.4398801882755669,0.6104513064133017
110,KNN,0.980243028236734,0.9957916885849551,0.810012836970475,0.8933459178857952
242,KNN,0.910656525920098,0.6367880485527544,0.2918271287976037,0.4002347417840375
146,KNN,0.9539732494099136,0.8364779874213837,0.6829268292682927,0.7519434628975264
62,KNN,0.919923070198444,0.5753056963912914,0.8254172015404364,0.6780316344463972
74,KNN,0.934784509135414,0.6358957864265037,0.8459563543003851,0.7260374586852735
14,KNN,0.932599003409389,0.6966848095002474,0.6024818142918271,0.6461679669573199
2,KNN,0.8912055249584754,0.4654231119199272,0.4377406931964056,0.4511576626240353
86,KNN,0.97464813357811,0.8841276781810232,0.865211810012837,0.874567474048443
158,KNN,0.9642451263222308,0.9402898550724638,0.6940522036799316,0.7986213687838504
170,KNN,0.967129993880584,0.9950031230480948,0.6816431322207959,0.8090401218892839
182,KNN,0.929801556080077,0.6048780487804878,0.9020111253744116,0.7241497767090347
230,KNN,0.988198269079465,0.99568345323741,0.8883183568677792,0.9389416553595658
290,KNN,0.9281842818428184,0.9928977272727272,0.2991014120667522,0.4597171982900361
17,LinearSVC,0.8976309117929889,0.4984167194426852,0.3367565254599914,0.4019407558733401
137,LinearSVC,0.9065914852696914,0.5294637595757219,0.7689345314505777,0.6271156866166463
29,LinearSVC,0.9151586677157094,0.746268656716418,0.2567394094993581,0.382043935052531
53,LinearSVC,0.9193548387096774,0.9538745387453874,0.2212237911852802,0.3591524835012157
101,LinearSVC,0.9696214704082524,0.9353128313891834,0.754813863928113,0.835425053279659
161,LinearSVC,0.969840020980855,0.93137768465165,0.7608044501497646,0.837494112105511
77,LinearSVC,0.9220648658099484,0.5824404761904762,0.8373983739837398,0.6870282604879762
113,LinearSVC,0.9737302211731794,0.9892897406989852,0.7509627727856226,0.8538068596448553
41,LinearSVC,0.9170819127546114,0.8459119496855346,0.2302096705177578,0.3619239825092499
125,LinearSVC,0.6501442433779177,0.1954208319896807,0.7779204107830552,0.3123711340206185
89,LinearSVC,0.9746044234635894,0.9253875968992248,0.8172871202396235,0.867984548966144
65,LinearSVC,0.6898767374770521,0.220643494598403,0.8040222507488233,0.3462637058877729
5,LinearSVC,0.6522860389894222,0.097910105926138,0.2926829268292683,0.1467338839429368
257,LinearSVC,0.8264708453536148,0.1139479905437352,0.1031236628155755,0.1082659478885894
185,LinearSVC,0.7150537634408602,0.2451864489398001,0.8609328198545143,0.3816750450535901
221,LinearSVC,0.9642451263222308,0.9203099059214168,0.7115960633290543,0.8026061776061776
209,LinearSVC,0.9581694204038814,0.8474320241691843,0.7201540436456996,0.7786259541984734
269,LinearSVC,0.8808462278171169,0.1431192660550458,0.0333761232349165,0.0541290770298403
197,LinearSVC,0.9004283591223009,0.5081967213114754,0.7826272999572101,0.6162398921832883
149,LinearSVC,0.957863449602238,0.8212447356106691,0.7509627727856226,0.7845328565042468
245,LinearSVC,0.8203514293207448,0.1177231565329883,0.1168164313222079,0.1172680412371134
233,LinearSVC,0.9688346883468836,0.985645933014354,0.7051775780915703,0.8221501621351959
281,LinearSVC,0.8931287699973774,0.2216494845360824,0.0183996576807873,0.0339786645594626
293,LinearSVC,0.8989422152286038,0.6923076923076923,0.0192554557124518,0.0374687760199833
173,LinearSVC,0.972112946935921,0.987378083763626,0.7364142062473257,0.8436274509803922
232,Perceptron,0.9667366028498996,0.9974747474747476,0.6760804450149764,0.8059168579444019
4,Perceptron,0.505769735116706,0.0933079434167573,0.4403080872913992,0.1539842873176206
292,Perceptron,0.8972375207623045,0.4444444444444444,0.0239623448866067,0.0454730004060089
148,Perceptron,0.9355275810822624,0.6856158484065461,0.6812152332049636,0.6834084567503755
172,Perceptron,0.9725937581956464,0.9702970297029704,0.754813863928113,0.8490974729241877
208,Perceptron,0.9599178249847016,0.8283996299722479,0.766367137355584,0.7961769282062681
244,Perceptron,0.8039601363755573,0.1788277511961722,0.2558836114676936,0.2105263157894736
88,Perceptron,0.9246874726811783,0.6188080495356038,0.6842105263157895,0.6498679130258078
136,Perceptron,0.7859952793076318,0.287986743993372,0.7436884895164741,0.4151935021500239
76,Perceptron,0.8474954104379754,0.3573551263001486,0.6174582798459564,0.4527058823529412
280,Perceptron,0.8830754436576623,0.187037037037037,0.0432178005990586,0.0702120264164059
16,Perceptron,0.8387970976483958,0.2146176594845796,0.2173727000427899,0.2159863945578231
160,Perceptron,0.96328350380278,0.8310482087571871,0.8040222507488233,0.8173118747281426
184,Perceptron,0.6142582393565871,0.1784935579781962,0.7706461275139067,0.2898527400016094
64,Perceptron,0.6309992132179386,0.1777683943840388,0.7205819426615319,0.2851820491109229
100,Perceptron,0.948247224407728,0.7338742393509128,0.7740693196405648,0.753436068304873
256,Perceptron,0.8114782760730833,0.0831223628691983,0.0842961061189559,0.0837051200339919
196,Perceptron,0.8266019756971763,0.3378432152805412,0.7265725288831836,0.461225044139617
52,Perceptron,0.8970189701897019,0.4921422663358147,0.2545999144201968,0.3355893965031021
220,Perceptron,0.9385872890986976,0.6519895629484671,0.8553701326486949,0.7399592818804369
112,Perceptron,0.9472418917737564,0.9804421768707484,0.4933675652545999,0.6564190150868204
40,Perceptron,0.927091528979806,0.6782099094299414,0.5447154471544715,0.6041765543426674
28,Perceptron,0.9051490514905148,0.5366067514248137,0.5237483953786907,0.5300996102208749
268,Perceptron,0.8927790890812134,0.3066666666666666,0.0393667094565682,0.0697762609025407
124,Perceptron,0.7973161989684413,0.300416522040958,0.7406931964056482,0.427460180269169
176,RForest,0.995366727860827,0.999552171965965,0.9550706033376124,0.9768052516411376
188,RForest,0.9027449951918874,0.5135724672806592,0.9067180145485664,0.6557326319046882
272,RForest,0.916338840807763,0.8519134775374376,0.2190842961061189,0.3485364193328795
140,RForest,0.969228079377568,0.8205732234000785,0.8943089430894309,0.8558558558558558
152,RForest,0.985663082437276,0.9614147909967846,0.8955926401369276,0.9273371732388128
128,RForest,0.8919923070198444,0.4845977011494253,0.9020111253744116,0.6304770450127112
32,RForest,0.9344785383337704,0.9894859813084113,0.3624304664099272,0.5305355465079863
68,RForest,0.915901739662558,0.5487603305785124,0.9944373127941806,0.707242848447961
200,RForest,0.9676982253693504,0.8061302681992337,0.9002995293110826,0.8506165352739032
164,RForest,0.9885042398811084,0.9886899151743638,0.897732135216089,0.9410181655079614
116,RForest,0.998164175190139,1.0,0.982028241335045,0.9909326424870466
20,RForest,0.9352216102806188,0.969264544456641,0.3778348309798887,0.5437192118226601
296,RForest,0.916601101494886,1.0,0.183568677792041,0.3101952277657266
284,RForest,0.9226330972987148,0.976470588235294,0.2486093281985451,0.3963165075034106
80,RForest,0.98076754961098,0.8465473145780051,0.9914420196833548,0.913283405597162
92,RForest,0.995366727860827,0.963439966763606,0.9922978177150192,0.9776559865092748
212,RForest,0.9881545589649444,0.9611607142857144,0.9212665810868635,0.9407909110771248
224,RForest,0.9906023253780925,0.9930297397769516,0.9144201968335472,0.9521051459122298
56,RForest,0.933036104554594,0.9987608426270136,0.3448866067608044,0.5127226463104325
104,RForest,0.9983827257627416,0.9914529914529916,0.9927257167308516,0.9920889459054948
44,RForest,0.9317248011189788,0.9974326059050064,0.3324775353016688,0.4987163029525032
236,RForest,0.9893784421715184,1.0,0.8960205391527599,0.9451591062965472
260,RForest,0.9086021505376344,0.6227544910179641,0.2670089858793324,0.3737646001796945
8,RForest,0.8780487804878049,0.3920914721295855,0.3521608900299529,0.3710550045085662
248,RForest,0.8718856543404143,0.2993243243243243,0.1895592640136927,0.2321194655488603
102,SGD,0.962496721741411,0.9034369885433716,0.7086007702182285,0.7942446043165468
210,SGD,0.96240930151237,0.8709191361125063,0.7419768934531451,0.8012939001848429
126,SGD,0.6720430107526881,0.2071428571428571,0.7817715019255456,0.3275073944608765
186,SGD,0.7623918174665618,0.2837404047452896,0.8699186991869918,0.4279099137023784
90,SGD,0.9701897018970188,0.8637362637362638,0.8408215661103979,0.852124891587164
138,SGD,0.8689570766675409,0.4230142091777312,0.7770646127513907,0.5478129713423832
174,SGD,0.975172654952356,0.9825422804146208,0.7706461275139067,0.86378896882494
234,SGD,0.9725063379666056,0.9868871151653364,0.7406931964056482,0.8462478611586408
150,SGD,0.947373022117318,0.7309417040358744,0.7672229353872486,0.7486430062630481
198,SGD,0.8973249409913454,0.4984455958549222,0.8232777064612752,0.6209456188478296
222,SGD,0.9698837310953756,0.9676503972758228,0.7295678219940094,0.831910222005367
114,SGD,0.9725063379666056,0.988558352402746,0.7394094993581515,0.8460220318237455
78,SGD,0.8810647783897194,0.4522388059701492,0.7779204107830552,0.5719679093912222
162,SGD,0.9698837310953756,0.9091360476663356,0.7834830979888746,0.8416455987129395
66,SGD,0.6990121514118367,0.2085842408712364,0.6966195977749251,0.3210412147505423
294,SGD,0.8992044759157269,0.7924528301886793,0.017971758664955,0.0351464435146443
18,SGD,0.896669289273538,0.4909456740442656,0.3132220795892169,0.3824451410658306
282,SGD,0.8902876125535449,0.0821256038647343,0.0072742832691484,0.0133647798742138
54,SGD,0.9180872453885828,0.9620758483033932,0.206247325631151,0.339675828047921
6,SGD,0.6306058221872541,0.0734021769466927,0.2250748823277706,0.1107018836157003
270,SGD,0.8895882507212169,0.2506596306068601,0.040650406504065,0.0699558173784977
258,SGD,0.8368301424949733,0.1792279411764706,0.1668806161745828,0.1728340350099712
42,SGD,0.917650144243378,0.7565118912797282,0.2858365425759521,0.4149068322981366
246,SGD,0.8369175627240143,0.0961761297798377,0.0710312366281557,0.0817130199360078
30,SGD,0.8990296354576449,0.5096222380612973,0.3059477963200684,0.3823529411764706
109,SVC,0.991869918699187,0.9967667436489608,0.9234060761660248,0.958685028876055
253,SVC,0.9277034705830928,0.7125077784691972,0.4899443731279418,0.5806288032454362
85,SVC,0.975172654952356,0.8483654982276487,0.9216944801026956,0.8835110746513536
217,SVC,0.9815980417868696,0.8631539044730857,0.9743260590500642,0.9153768844221106
61,SVC,0.8360433604336044,0.3783969728242174,0.94137783483098,0.5398110661268556
229,SVC,0.997552233586852,0.9973833406018316,0.9786050492083868,0.9879049676025918
97,SVC,0.9782760730833114,0.8616352201257862,0.9379546427043218,0.8981766031550913
205,SVC,0.98339015648221,0.8682724877681596,0.987163029525032,0.923908690428514
241,SVC,0.9049305009179124,0.5343220338983051,0.5395806589644844,0.5369384713647009
73,SVC,0.9700585715534574,0.8133535660091047,0.9174154899443732,0.8622561833903076
49,SVC,0.936532913716234,0.9911209766925638,0.3821138211382114,0.5515750463248918
265,SVC,0.933910306845004,0.8113207547169812,0.4599914420196833,0.5871108683779356
25,SVC,0.9418655476877348,0.956482320942883,0.4514334617030381,0.6133720930232559
145,SVC,0.959087332808812,0.8182644252612449,0.7706461275139067,0.7937417364477742
37,SVC,0.9230264883293994,0.7364532019704434,0.3838254172015404,0.5046413502109705
181,SVC,0.8312352478363493,0.3735899137358991,0.9636285836542576,0.5384339509862522
133,SVC,0.954016959524434,0.7849223946784922,0.7573812580231065,0.7709059233449477
277,SVC,0.9320307719206224,0.7670765027322405,0.480530594779632,0.5908971323335965
169,SVC,0.977445580907422,0.9961852861035424,0.7821994009413779,0.8763183125599234
193,SVC,0.975959437013725,0.8240841494377947,0.9721865639709028,0.8920298390263055
157,SVC,0.973948771745782,0.9790864061640066,0.7612323491655969,0.8565238324506499
1,SVC,0.8529591747530378,0.3305839656878918,0.4287548138639281,0.3733233979135619
121,SVC,0.8178599527930763,0.3356681034482758,0.7997432605905006,0.4728652751423149
13,SVC,0.9500393391030684,0.9791332263242376,0.5220367993153616,0.6809935807982138
289,SVC,0.946061718681703,0.9990950226244344,0.472400513478819,0.6414875072632191
96,logreg,0.9702334120115396,0.9062806673209028,0.7903294822421908,0.8443428571428571
276,logreg,0.8918611766762828,0.2334630350194552,0.0256739409499358,0.046260601387818
192,logreg,0.8846927178949209,0.4627198414664354,0.7993153615746684,0.586131157828679
48,logreg,0.9228516478713176,0.9482758620689656,0.2588789045785195,0.4067226890756302
204,logreg,0.9523996852871754,0.7862385321100918,0.7334189131364998,0.7589107814921408
120,logreg,0.6405717282979282,0.1904711821623895,0.7749251176722294,0.3057830308146897
72,logreg,0.9097386135151674,0.5365002683843264,0.8553701326486949,0.6594095332343723
36,logreg,0.9184806364192676,0.8010204081632653,0.2687205819426615,0.4024351169496956
24,logreg,0.9139347845091356,0.6858585858585858,0.290543431750107,0.4081755335136759
108,logreg,0.977533001136463,0.9861333333333332,0.7911852802738554,0.8779677113010446
132,logreg,0.8932161902264184,0.4853833425261997,0.753102267864784,0.5903068925037733
12,logreg,0.8939592621732669,0.4763925729442971,0.3842533162173727,0.4253908100426338
264,logreg,0.8795786344960224,0.1584967320261437,0.0415062045357295,0.0657850118684299
216,logreg,0.9648133578109974,0.8981288981288982,0.7394094993581515,0.811077211922084
168,logreg,0.973249409913454,0.981574539363484,0.7522464698331194,0.8517441860465116
60,logreg,0.6855931462540432,0.2205983889528193,0.8202824133504493,0.347692028656933
240,logreg,0.8244601800856718,0.1250558284948637,0.1198117244330338,0.1223776223776223
288,logreg,0.899641577060932,0.7530864197530864,0.026101839965768,0.0504549214226633
156,logreg,0.9688346883468836,0.9088620342396776,0.7723577235772358,0.8350682396483923
144,logreg,0.951306932424163,0.7623337623337624,0.7603765511339324,0.7613538988860326
84,logreg,0.968965818690445,0.859796550199027,0.8318356867779204,0.8455850369725968
228,logreg,0.970626803042224,0.9831688914683692,0.7248609328198545,0.8344827586206897
180,logreg,0.7012850773669027,0.2355639186169587,0.8570817287120239,0.3695571955719557
252,logreg,0.8248098610018358,0.1183188670625856,0.1108258451005562,0.1144498453380468
0,logreg,0.6473467960486057,0.1031713059133084,0.3187847667950363,0.1558903536304666
